iter	Logloss
0	0.6335607954
1	0.583167229
2	0.5354126887
3	0.4880704647
4	0.4504057349
5	0.4022244074
6	0.3617227645
7	0.3311569314
8	0.3032984541
9	0.2743506069
10	0.2498607659
11	0.230517733
12	0.2114716934
13	0.1935417755
14	0.1737765718
15	0.1594493249
16	0.1460116373
17	0.1337144412
18	0.1223151199
19	0.1134089841
20	0.1046487111
21	0.09651408889
22	0.08929443148
23	0.08218738943
24	0.07544393924
25	0.06892392942
26	0.06409523647
27	0.05853189875
28	0.05440358212
29	0.05038878715
30	0.0468148545
31	0.04345285803
32	0.0408026496
33	0.03782225219
34	0.03496235294
35	0.03293987052
36	0.03063071163
37	0.02878139884
38	0.02685442716
39	0.0252254993
40	0.02340879777
41	0.02195938163
42	0.02054031105
43	0.01931486057
44	0.01807386647
45	0.01703941156
46	0.01583926292
47	0.01500838053
48	0.01407506454
49	0.01324680112
50	0.01254492667
51	0.01174545981
52	0.0112041466
53	0.01061812792
54	0.01006149027
55	0.009437770382
56	0.008958801787
57	0.008511832249
58	0.008083827992
59	0.00763812632
60	0.007313787926
61	0.00695708889
62	0.006553047859
63	0.006279536936
64	0.005910135656
65	0.005609946368
66	0.005406276286
67	0.00517991408
68	0.004917832911
69	0.004685586364
70	0.00449501849
71	0.004355517604
72	0.004156267482
73	0.003977490487
74	0.00378511884
75	0.003615183153
76	0.003486390928
77	0.00335475317
78	0.003248535621
79	0.003126638978
80	0.003021592888
81	0.002898888223
82	0.002804496463
83	0.002710905095
84	0.002620787412
85	0.002539418099
86	0.002453200654
87	0.00237380874
88	0.002298771591
89	0.002233828821
90	0.002195844159
91	0.002143070038
92	0.002085823937
93	0.002028013029
94	0.001976558561
95	0.001915603998
96	0.001851114483
97	0.001806033216
98	0.001767209784
99	0.001733318407
100	0.001690824428
101	0.001657518781
102	0.001619647173
103	0.001589726664
104	0.00154994216
105	0.001512959723
106	0.001474053293
107	0.001444175554
108	0.001399317158
109	0.001364819591
110	0.001330617837
111	0.001307572565
112	0.001279943185
113	0.001259942156
114	0.001235731784
115	0.001215287442
116	0.001191960923
117	0.001167227822
118	0.0011416452
119	0.001116782052
120	0.001100532603
121	0.001081537036
122	0.001066132947
123	0.001047258641
124	0.001030409129
125	0.001011345938
126	0.0009886979725
127	0.0009714751984
128	0.0009539600799
129	0.0009408344627
130	0.0009342217451
131	0.0009205625906
132	0.0009091501764
133	0.0008972935814
134	0.0008875728114
135	0.0008752829015
136	0.0008605119366
137	0.0008504801533
138	0.0008309993683
139	0.0008206591148
140	0.0008113040933
141	0.0007962063361
142	0.0007880774503
143	0.0007778708846
144	0.0007685931973
145	0.0007547396667
146	0.0007453964361
147	0.0007343847961
148	0.0007343868191
149	0.0007282957901
150	0.0007175232044
151	0.0007098371124
152	0.0007001470912
153	0.0006912364817
154	0.0006830151762
155	0.0006698711791
156	0.0006598429793
157	0.0006464971501
158	0.0006371037504
159	0.000629831495
160	0.0006218012133
161	0.0006217991904
162	0.0006217890757
163	0.0006144437631
164	0.0006144275217
165	0.0006144322034
166	0.0006144348043
167	0.0006144207015
168	0.0006144185052
169	0.0006074875495
170	0.0006012692484
171	0.0006012687282
172	0.0005914798139
173	0.0005914690634
174	0.0005826780389
175	0.0005826830095
176	0.0005826724324
177	0.0005826679241
178	0.0005826732416
179	0.0005755879063
180	0.0005755835714
181	0.0005755835714
182	0.0005755817219
183	0.0005679426199
184	0.0005605703733
185	0.0005605566173
186	0.0005605529182
187	0.0005605517044
188	0.0005605531494
189	0.0005535789027
190	0.0005535786137
191	0.0005535786137
192	0.0005535786137
193	0.0005467434878
194	0.0005389695421
195	0.0005389758999
196	0.0005389822578
197	0.0005389716228
198	0.0005389754375
199	0.0005315488026
200	0.0005315488026
201	0.0005315599577
202	0.000531564466
203	0.0005315585705
204	0.000531548398
205	0.0005315409998
206	0.0005315499008
207	0.0005315497852
208	0.0005315289199
209	0.000531550132
210	0.000531550132
211	0.0005315436007
212	0.0005315463173
213	0.0005315273594
214	0.000531532908
215	0.000531539786
216	0.0005315311741
217	0.0005315182272
218	0.0005315201924
219	0.0005315201924
220	0.0005241247108
221	0.0005241333227
222	0.0005241236126
223	0.0005241088162
224	0.0005241054639
225	0.0005241068511
226	0.000524093673
227	0.0005241024006
228	0.0005241024006
229	0.0005241016492
230	0.0005240987593
231	0.0005241004932
232	0.00052407905
233	0.0005240910143
234	0.0005240906097
235	0.0005240835005
236	0.0005240962739
237	0.0005240794546
238	0.0005240832693
239	0.0005240826335
240	0.0005240667967
241	0.0005240609591
242	0.0005240600343
243	0.0005240600343
244	0.000524058994
245	0.000524058994
246	0.0005240622307
247	0.0005240408453
248	0.0005240530407
249	0.0005240665078
250	0.0005188345367
251	0.0005188418771
252	0.0005188422239
253	0.0005188459808
254	0.0005115108407
255	0.0005115065637
256	0.0005115182389
257	0.0005115114765
258	0.0005114963911
259	0.0005114972003
260	0.0005114891085
261	0.0005114798608
262	0.0005114916517
263	0.0005114777801
264	0.0005114777801
265	0.0005114743121
266	0.0005114615965
267	0.0005114587066
268	0.0005114614809
269	0.000511472058
270	0.000511472058
271	0.0005114540249
272	0.0005114780112
273	0.0005114714222
274	0.0005114525799
275	0.0005114500946
276	0.0005114410203
277	0.0005114498056
278	0.0005114651222
279	0.0005114488808
280	0.0005114488808
281	0.0005114461643
282	0.0005114516552
283	0.0005114388239
284	0.0005114609029
285	0.000511441367
286	0.0005114373212
287	0.0005114344312
288	0.0005114316569
289	0.0005114208486
290	0.0005114418294
291	0.0005114266284
292	0.0005114126412
293	0.0005114220046
294	0.0005114151266
295	0.0005035661007
296	0.0005035566218
297	0.0005035485878
298	0.0005035435015
299	0.0005035445997
300	0.0005035445997
301	0.0005035196308
302	0.0005035247171
303	0.0005035356988
304	0.0005035188216
305	0.0005035242547
306	0.0005035113656
307	0.0005035025803
308	0.0005035019445
309	0.0005035035628
310	0.0005035068573
311	0.0005035096895
312	0.0005035099207
313	0.0005035013665
314	0.0005034948353
315	0.0005034887664
316	0.0005035017133
317	0.0005035028693
318	0.0004965807567
319	0.0004965714512
320	0.0004965515685
321	0.0004943466165
322	0.0004943401431
323	0.0004943312421
324	0.0004943437844
325	0.0004943258091
326	0.0004943443624
327	0.0004943259825
328	0.0004943251733
329	0.0004943251733
330	0.0004943176017
331	0.0004943159255
332	0.0004943153476
333	0.0004943092209
334	0.0004943246531
335	0.0004942967365
336	0.000494305753
337	0.0004943021695
338	0.000494289974
339	0.0004942824025
340	0.0004942781832
341	0.0004942996264
342	0.0004942861015
343	0.000494277085
344	0.0004942739639
345	0.0004942718831
346	0.0004942723455
347	0.0004942762758
348	0.0004942689354
349	0.00048636818
350	0.000486362169
351	0.0004863515341
352	0.0004863515341
353	0.0004863568515
354	0.0004863340789
355	0.0004863340789
356	0.0004863299174
357	0.0004863372
358	0.0004863319982
359	0.0004863106128
360	0.0004863324028
361	0.0004863340789
362	0.0004863210165
363	0.0004863244844
364	0.0004863165082
365	0.0004863129247
366	0.0004863129247
367	0.0004863152366
368	0.0004863052953
369	0.0004863060467
370	0.0004862999779
371	0.0004862969723
372	0.0004863026366
373	0.0004862996889
